customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6572-ADKRS,0,-0.43991649313097614,0,0,0.5530239127578667,1,0,1,0,0,2,0,0,0,0,1,1,0.33363258711442517,3073,0
5380-WJKOV,1,-0.43991649313097614,0,0,0.06312093469909826,1,2,1,0,2,2,0,2,2,0,1,2,1.3822264942192488,3074,1
8168-UQWWF,0,-0.43991649313097614,0,0,-0.8758597732468746,1,2,1,0,0,2,0,2,2,0,1,0,1.099721004191008,202,1
8865-TNMNX,1,-0.43991649313097614,1,1,-0.9166850214184387,1,0,0,0,2,0,0,0,0,1,0,3,-0.5055748979694671,4024,0
9489-DEDVP,0,-0.43991649313097614,1,1,1.5328298688754036,1,2,0,2,2,0,0,2,0,2,1,1,0.14751132309581955,4118,0
9867-JCZSP,0,-0.43991649313097614,1,1,-0.6309082842174903,1,0,2,1,1,1,1,1,1,1,0,3,-1.462769970065154,3572,0
4671-VJLCL,0,-0.43991649313097614,0,0,1.2470531316744553,1,2,0,2,2,2,2,2,0,2,1,1,0.5014740841312035,4105,0
4080-IIARD,0,-0.43991649313097614,1,0,-0.7942092769037465,1,2,0,2,2,0,2,2,0,0,1,2,0.3801629031190768,6502,0
3714-NTNFO,0,-0.43991649313097614,0,0,0.6754996572725588,1,2,1,0,0,0,0,0,2,0,1,2,0.6560212051466532,3348,0
5948-UJZLF,1,-0.43991649313097614,0,0,-1.243287006790951,1,0,0,0,2,0,0,0,0,0,0,3,-0.5155456799704636,6480,0
7760-OYPDY,0,-0.43991649313097614,0,0,-1.243287006790951,1,0,1,0,0,0,0,2,0,0,1,2,0.5280628361338618,809,1
7639-LIAYI,1,-0.43991649313097614,0,0,0.7979754017872509,1,2,0,2,0,0,2,2,2,2,1,1,0.4981504901308714,3599,0
2954-PIBKO,0,-0.43991649313097614,1,1,1.4920046207038395,1,2,0,2,0,2,2,0,0,2,1,1,-0.020330173920958795,3625,0
8012-SOUDQ,0,2.273158691738958,0,0,0.4305481682431746,1,2,1,0,2,0,0,2,0,0,1,2,0.8471278601657574,3285,0
9420-LOJKX,0,-0.43991649313097614,0,0,-0.7125587805606184,1,0,1,2,2,0,0,2,2,0,1,1,1.141265929195161,789,1
6575-SUVOI,0,2.273158691738958,1,0,-0.30430629884497806,1,2,0,2,0,0,2,2,0,0,1,1,0.1574821050968162,1275,0
7495-OOKFY,0,2.273158691738958,1,0,-0.9983355177615667,1,2,1,0,2,0,0,0,0,0,1,1,0.5280628361338618,5113,1
4667-QONEA,0,2.273158691738958,1,1,1.1245773871597633,1,0,0,2,2,2,2,0,2,1,1,1,0.33529438411459117,3782,0
1658-BYGOY,1,2.273158691738958,0,0,-0.5900830360459263,1,2,1,0,0,0,0,2,2,0,1,2,1.0199547481830342,1274,1
8769-KKTPH,0,-0.43991649313097614,1,1,1.2470531316744553,1,2,1,2,0,0,0,2,2,1,1,1,1.1595456961969886,5104,0
5067-XJQFU,1,2.273158691738958,1,1,1.3695288761891473,1,2,1,0,2,2,2,2,2,1,1,2,1.4520219682262263,5554,0
3957-SQXML,0,-0.43991649313097614,1,1,0.06312093469909826,1,2,2,1,1,1,1,1,1,2,0,1,-1.3231790220511994,6313,0
5954-BDFSG,0,-0.43991649313097614,0,0,1.6144803652185316,1,2,1,0,0,2,2,2,2,2,1,1,1.42044782522307,5936,0
0434-CSFON,0,-0.43991649313097614,1,0,0.5938491609294307,1,2,1,0,0,2,0,2,2,0,1,2,1.1877962451998125,3985,0
1215-FIGMP,1,-0.43991649313097614,0,0,1.1245773871597633,1,2,1,0,2,0,0,2,0,0,1,0,0.8354952811645946,4530,0
0526-SXDJP,1,-0.43991649313097614,1,0,1.6144803652185316,0,1,0,2,2,2,0,0,0,2,0,0,-0.7531826509942192,2558,0
0557-ASKVU,0,-0.43991649313097614,1,1,-0.5900830360459263,1,0,0,0,0,2,2,0,0,1,1,1,-0.34438058895335305,6458,0
5698-BQJOH,0,-0.43991649313097614,0,0,-0.9575102695900026,1,2,1,0,0,0,0,2,2,0,0,2,0.9850570111795457,6233,1
5122-CYFXA,0,-0.43991649313097614,0,0,-1.2024617586193869,1,0,0,0,2,0,2,2,2,0,1,2,0.3502505571160864,2086,0
8627-ZYGSZ,1,-0.43991649313097614,1,0,0.5938491609294307,1,2,1,0,2,0,0,0,0,1,1,2,0.46989994112804756,3157,0
3410-YOQBQ,0,-0.43991649313097614,0,0,-0.05935480981559385,1,0,0,0,2,2,2,2,2,2,0,3,0.47987072312904416,2143,0
3170-NMYVV,0,-0.43991649313097614,1,1,0.7163249054441229,1,0,2,1,1,1,1,1,1,2,0,0,-1.4827115340671475,6398,0
7410-OIEDU,1,-0.43991649313097614,0,0,-0.9166850214184387,1,0,1,2,0,2,0,0,0,0,1,3,0.5014740841312035,6289,0
2273-QCKXA,1,-0.43991649313097614,0,0,-1.284112254962515,1,0,0,0,0,0,2,0,0,0,0,3,-0.5221928679711283,4137,0
0731-EBJQB,0,-0.43991649313097614,1,1,0.7979754017872509,1,0,2,1,1,1,1,1,1,1,1,2,-1.4744025490663168,181,0
1891-QRQSA,1,2.273158691738958,1,1,1.2878783798460194,1,2,1,2,0,2,2,2,2,2,1,0,1.5567151792366918,5562,0
8028-PNXHQ,1,-0.43991649313097614,1,1,1.2062278835028912,1,2,2,1,1,1,1,1,1,2,1,0,-1.3464441800535252,785,0
5630-AHZIL,0,-0.43991649313097614,0,1,-1.2024617586193869,1,0,0,2,0,0,2,0,2,0,1,0,-0.00869759491979612,1295,0
2673-CXQEU,0,2.273158691738958,0,0,0.9612763944735071,1,2,1,2,2,2,0,2,2,1,0,2,1.5201556452330371,5009,0
6416-JNVRK,0,-0.43991649313097614,0,0,0.5530239127578667,1,0,0,0,0,0,0,0,2,1,0,1,-0.3028356639492,2339,0
5590-ZSKRV,0,-0.43991649313097614,1,1,-0.9983355177615667,1,0,0,2,2,0,0,0,0,0,0,3,-0.33607160395252245,4071,0
0191-ZHSKZ,1,2.273158691738958,0,0,-0.10018005798715789,1,0,0,2,2,0,0,2,2,0,1,2,0.3319707901142591,1742,0
3887-PBQAO,0,-0.43991649313097614,1,1,0.5121986645863027,1,2,2,1,1,1,1,1,1,1,1,1,-1.2916048790480432,397,0
5919-TMRGD,0,-0.43991649313097614,0,1,-1.284112254962515,1,0,1,0,0,0,0,2,0,0,1,2,0.48485611412954227,5965,1
8108-UXRQN,0,-0.43991649313097614,1,1,-0.8758597732468746,0,1,0,2,0,0,0,2,2,0,0,2,-0.47233895796614456,4676,0
9191-MYQKX,0,-0.43991649313097614,1,0,-1.0391607659331308,1,0,1,0,0,2,0,0,0,0,1,0,0.34526516611558833,4199,1
9919-YLNNG,0,-0.43991649313097614,0,0,0.3897229200716105,1,0,1,0,2,2,2,2,2,0,1,0,1.2974748472107767,3682,0
0318-ZOPWS,0,-0.43991649313097614,1,0,0.6754996572725588,1,0,2,1,1,1,1,1,1,2,1,0,-1.4827115340671475,6490,0
4445-ZJNMU,1,-0.43991649313097614,0,0,-0.9575102695900026,1,2,1,0,2,0,0,2,2,0,1,1,1.1479131171958254,6363,0
4808-YNLEU,0,-0.43991649313097614,1,0,0.10394618287066229,1,0,0,2,0,0,0,2,0,1,1,0,-0.08680205392760396,1852,0
1862-QRWPE,0,-0.43991649313097614,1,1,0.6346744091009948,1,0,2,1,1,1,1,1,1,2,0,0,-1.4660935640654862,108,0
2796-NNUFI,0,-0.43991649313097614,1,1,0.5530239127578667,1,0,2,1,1,1,1,1,1,2,1,3,-1.4893587220678117,6381,0
3016-KSVCP,1,-0.43991649313097614,1,0,-0.14100530615872192,0,1,0,0,0,0,0,2,0,0,0,3,-1.0307027500219619,19,0
4767-HZZHQ,1,-0.43991649313097614,1,1,-0.10018005798715789,1,0,1,0,2,2,0,0,0,0,0,0,0.574593152138513,2229,0
2424-WVHPL,1,2.273158691738958,0,0,-1.284112254962515,1,0,1,0,0,0,2,0,0,0,0,2,0.3303089931140931,5722,0
7233-PAHHL,1,-0.43991649313097614,1,1,1.3695288761891473,1,2,0,2,0,2,2,2,2,2,1,3,0.6394032351449919,4717,0
6067-NGCEU,0,-0.43991649313097614,0,0,1.3287036280175835,1,2,1,2,2,2,0,2,2,0,1,1,1.5384354122348645,5574,0
9848-JQJTX,1,-0.43991649313097614,0,0,1.6144803652185316,1,2,1,0,2,2,0,2,2,2,1,0,1.2010906212011416,5750,0
8637-XJIVR,0,-0.43991649313097614,0,0,-0.8350345250753105,1,2,1,2,0,0,0,0,0,0,1,2,0.47156173812821356,6383,1
9803-FTJCG,1,-0.43991649313097614,1,1,1.5736551170469677,1,2,0,2,2,0,2,0,0,1,1,1,0.06940686408801149,4018,0
0278-YXOOG,1,-0.43991649313097614,0,0,-1.1208112622762587,1,0,2,1,1,1,1,1,1,0,0,3,-1.4527991880641573,252,1
3212-KXOCR,1,-0.43991649313097614,0,0,0.7979754017872509,1,0,2,1,1,1,1,1,1,2,0,0,-1.4544609850643233,203,0
4598-XLKNJ,0,2.273158691738958,1,0,-0.30430629884497806,1,0,1,0,2,2,0,2,2,0,1,2,1.1213243651931677,2175,1
6380-ARCEH,1,-0.43991649313097614,0,0,-1.284112254962515,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737066981,1610,0
3679-XASPY,0,-0.43991649313097614,1,1,-1.284112254962515,1,0,2,1,1,1,1,1,1,0,0,2,-1.505976692069473,1483,0
7123-WQUHX,1,-0.43991649313097614,0,0,0.2264219273853544,1,2,1,0,0,2,2,2,0,1,0,0,1.0049985751815391,3122,0
5386-THSLQ,0,2.273158691738958,1,0,1.3695288761891473,0,1,0,0,2,2,0,2,0,1,0,0,-0.6385186579827569,2630,0
3192-NQECA,1,-0.43991649313097614,1,0,1.4511793725322755,1,2,1,0,2,2,2,2,2,2,1,0,1.503537675231376,5832,1
6180-YBIQI,1,-0.43991649313097614,0,0,-1.1208112622762587,0,1,0,0,0,0,0,0,0,0,0,3,-1.3447823830533592,1,0
6728-DKUCO,0,-0.43991649313097614,1,1,1.6144803652185316,1,2,1,2,2,0,0,2,2,1,1,2,1.3091074262119398,5671,0
9750-BOOHV,0,-0.43991649313097614,0,0,-0.018529561644029812,0,1,0,2,0,0,0,0,0,1,0,3,-1.150352134033923,6384,0
8597-CWYHH,1,-0.43991649313097614,0,0,0.4305481682431746,1,2,1,0,0,0,0,2,2,1,0,3,0.9833952141793793,3358,0
2848-YXSMW,1,-0.43991649313097614,1,1,1.6144803652185316,1,0,2,1,1,1,1,1,1,2,0,1,-1.5076384890696393,658,0
0486-HECZI,1,-0.43991649313097614,1,0,0.920451146301943,1,2,1,2,2,0,0,2,0,0,1,2,1.0631614701873533,4391,1
4549-ZDQYY,0,-0.43991649313097614,0,0,0.7979754017872509,1,0,0,2,0,2,2,0,0,1,0,1,-0.22639300194155818,2642,0
5712-AHQNN,0,-0.43991649313097614,0,0,0.4305481682431746,1,0,1,0,2,2,0,2,0,0,1,2,0.893658176170409,3380,0
4846-WHAFZ,0,2.273158691738958,1,0,0.18559667921379036,1,2,1,0,0,0,0,0,0,0,1,2,0.39013368512007346,2475,1
5256-SKJGO,0,-0.43991649313097614,1,1,1.2878783798460194,0,1,0,0,2,0,2,2,2,2,1,2,-0.33773340095268845,2967,0
3071-VBYPO,1,-0.43991649313097614,1,1,-1.2024617586193869,1,0,1,2,2,0,0,2,0,0,0,2,0.8338334841644282,2128,0
9560-BBZXK,0,-0.43991649313097614,0,0,0.14477143104222634,0,1,0,2,0,0,0,0,0,2,0,0,-1.1204397880309327,240,0
5299-RULOA,0,-0.43991649313097614,1,1,-0.9166850214184387,1,2,1,2,0,0,0,2,2,0,1,2,1.1794872601989819,124,1
8402-OOOHJ,0,-0.43991649313097614,0,0,0.3488976719000465,1,0,2,1,1,1,1,1,1,2,0,3,-1.4660935640654862,6159,0
9445-ZUEQE,1,-0.43991649313097614,1,1,-0.22265580250185,1,2,1,0,2,0,2,0,0,0,1,1,0.6792863631489789,1769,0
1091-SOZGA,0,-0.43991649313097614,1,1,0.9612763944735071,1,2,1,0,0,2,0,2,2,1,1,1,1.1645310871974868,4581,0
2928-HLDBA,0,-0.43991649313097614,0,0,-1.0799860141046949,1,0,2,1,1,1,1,1,1,0,0,3,-1.46443176706532,230,0
0404-SWRVG,1,-0.43991649313097614,0,0,-1.2024617586193869,1,2,1,0,0,0,0,0,0,0,1,2,0.32033821111309646,1931,1
6497-TILVL,0,-0.43991649313097614,1,1,-1.0391607659331308,1,0,0,2,0,0,0,0,0,0,0,3,-0.467353566965646,3039,0
7219-TLZHO,0,-0.43991649313097614,1,1,-1.1616365104478228,1,0,2,1,1,1,1,1,1,0,0,3,-1.4594463760648215,5043,0
4622-YNKIJ,1,-0.43991649313097614,0,0,0.022295686527534223,1,0,1,2,0,0,2,2,0,2,1,2,0.8039211381614382,2632,0
4412-YLTKF,0,2.273158691738958,0,0,-0.22265580250185,1,2,1,0,0,2,0,0,0,0,1,2,0.44164939212522314,1755,1
6734-PSBAW,1,-0.43991649313097614,1,0,1.6144803652185316,1,2,2,1,1,1,1,1,1,2,1,0,-1.3697093380558512,1228,0
3930-ZGWVE,1,-0.43991649313097614,0,0,-1.284112254962515,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,1489,0
2639-UGMAZ,1,2.273158691738958,0,0,1.5736551170469677,0,1,0,2,2,0,0,2,2,1,1,2,-0.2762469119465419,3403,0
2876-GZYZC,0,-0.43991649313097614,0,0,-0.7942092769037465,1,2,1,0,0,0,0,0,2,0,1,2,0.7042133181514708,394,0
6207-WIOLX,0,-0.43991649313097614,1,1,-0.30430629884497806,0,1,0,2,2,2,0,2,2,0,1,1,-0.2047896409393986,912,1
8587-XYZSF,1,-0.43991649313097614,0,0,1.4103541243607114,1,0,0,0,0,0,2,0,0,2,0,0,-0.47233895796614456,2837,0
3091-FYHKI,1,-0.43991649313097614,0,0,-1.284112254962515,0,1,0,0,0,0,0,0,2,0,1,2,-0.9742016520163136,3032,1
2372-HWUHI,1,-0.43991649313097614,0,0,-1.243287006790951,1,0,0,0,0,0,0,0,0,0,0,2,-0.6784017859867437,6057,1
7799-LGRDP,0,-0.43991649313097614,0,0,0.4305481682431746,1,2,2,1,1,1,1,1,1,2,1,1,-1.2982520670487077,348,0
7850-VWJUU,0,-0.43991649313097614,0,0,-0.38595679518810616,1,0,1,2,0,0,0,0,0,0,1,0,0.3402797751150897,1304,0
3774-VBNXY,0,-0.43991649313097614,1,1,1.2878783798460194,1,0,2,1,1,1,1,1,1,2,0,3,-1.481049737066981,510,0
6217-KDYWC,1,-0.43991649313097614,0,1,1.002101642645071,1,0,2,1,1,1,1,1,1,2,1,3,-1.5009913010689746,319,0
0390-DCFDQ,0,2.273158691738958,1,0,-1.284112254962515,1,0,1,0,0,0,0,0,0,0,1,3,0.18905624809997262,5509,1
3146-MSEGF,0,2.273158691738958,1,1,1.6144803652185316,1,2,0,2,2,2,2,2,2,2,1,1,0.7740087921584478,5173,0
4080-OGPJL,0,-0.43991649313097614,0,0,-0.9983355177615667,1,2,0,2,0,0,2,0,2,0,0,2,0.21232140610229844,4664,1
1095-WGNGG,0,-0.43991649313097614,1,0,1.1654026353313272,1,2,1,0,2,0,0,2,2,2,1,0,1.2060760122016398,4894,0
2636-SJDOU,1,-0.43991649313097614,0,0,1.2878783798460194,1,2,1,2,2,0,0,0,0,1,1,1,0.6493740171459885,4419,0
1131-QQZEB,1,2.273158691738958,1,0,1.5736551170469677,1,2,2,1,1,1,1,1,1,2,0,0,-1.3564149620545218,1278,0
5716-EZXZN,0,-0.43991649313097614,1,1,1.3287036280175835,1,2,1,2,2,0,2,2,0,2,1,1,1.1396041321949948,5168,0
6837-BJYDQ,1,-0.43991649313097614,0,0,-1.2024617586193869,1,0,2,1,1,1,1,1,1,1,0,3,-1.5009913010689746,4983,0
2135-RXIHG,1,-0.43991649313097614,0,0,-1.284112254962515,1,0,0,0,0,0,0,0,0,0,1,2,-0.6351950639824246,3821,1
6440-DKQGE,1,-0.43991649313097614,0,1,-0.10018005798715789,1,0,0,0,2,2,0,2,0,1,0,1,-0.00869759491979612,1528,0
3466-BYAVD,1,-0.43991649313097614,1,1,-0.7125587805606184,1,0,0,0,2,2,2,0,2,0,1,3,0.1574821050968162,141,0
3780-YVMFA,0,-0.43991649313097614,1,1,-0.9983355177615667,1,0,0,0,0,0,2,2,2,0,1,2,0.12590796209365976,4669,0
3874-EQOEP,1,-0.43991649313097614,0,0,-1.0391607659331308,1,2,1,0,0,0,0,2,2,0,0,3,1.0049985751815391,5236,1
1679-JRFBR,0,-0.43991649313097614,1,1,1.5328298688754036,1,2,1,2,2,2,0,2,2,1,1,1,1.4420511862252297,5987,0
9073-ZZIAY,1,-0.43991649313097614,1,1,1.2062278835028912,1,0,0,2,2,2,2,2,2,2,0,2,0.7091987091519689,4370,0
3077-RSNTJ,0,-0.43991649313097614,1,1,-1.0799860141046949,1,0,2,1,1,1,1,1,1,0,0,3,-1.4976677070686424,250,0
6551-GNYDG,0,-0.43991649313097614,1,1,-0.7533840287321825,1,0,1,0,0,0,0,0,2,0,1,0,0.5363718211346925,290,0
9167-APMXZ,0,-0.43991649313097614,0,0,-0.4267820433596702,1,2,1,0,0,0,0,2,0,0,1,0,0.6443886261454905,1378,0
2749-CTKAJ,1,-0.43991649313097614,1,1,-0.4267820433596702,1,0,2,1,1,1,1,1,1,1,0,3,-1.4827115340671475,3583,0
6371-NZYEG,1,-0.43991649313097614,1,1,-0.6717335323890544,1,0,0,2,0,2,0,2,0,2,0,3,-0.017006579920626735,51,0
7554-NEWDD,1,-0.43991649313097614,0,0,-0.9166850214184387,1,2,2,1,1,1,1,1,1,2,0,0,-1.2982520670487077,2166,0
8992-VONJD,0,-0.43991649313097614,0,1,-0.7942092769037465,1,0,0,2,2,0,0,0,0,0,1,2,-0.29120308494803704,5844,0
0867-MKZVY,0,-0.43991649313097614,1,0,-0.5084325397027982,1,2,1,2,0,0,0,0,0,0,0,2,0.5862257311396761,1047,1
4482-EWFMI,0,-0.43991649313097614,0,0,-1.243287006790951,1,0,1,0,0,0,0,0,0,0,1,2,0.16412929309748078,639,0
4648-YPBTM,1,-0.43991649313097614,0,0,0.838800649958815,1,2,0,0,2,2,2,0,2,2,1,0,0.30372024111143525,3383,0
2907-ILJBN,0,-0.43991649313097614,1,1,-0.8758597732468746,1,0,2,1,1,1,1,1,1,1,0,3,-1.4677553610656522,1966,0
6345-FZOQH,1,-0.43991649313097614,1,0,1.4920046207038395,1,0,2,1,1,1,1,1,1,2,0,3,-1.491020519067978,659,0
3376-BMGFE,0,-0.43991649313097614,0,0,-1.1616365104478228,1,0,1,0,0,0,0,0,0,0,1,0,0.20401242110146783,2373,1
5997-OPVFA,1,-0.43991649313097614,1,0,1.6144803652185316,1,2,0,2,2,2,2,2,2,2,1,0,0.8072447321617703,5071,0
3445-HXXGF,1,2.273158691738958,1,0,1.0429268908166351,0,1,0,0,2,2,0,0,2,0,1,2,-0.6468276429835875,2300,1
1159-WFSGR,0,-0.43991649313097614,1,1,-0.6717335323890544,1,0,2,1,1,1,1,1,1,0,0,2,-1.4744025490663168,2790,0
7654-YWJUF,1,-0.43991649313097614,1,0,0.4305481682431746,1,0,1,2,0,2,2,0,0,1,1,0,0.6477122201458225,3064,0
1875-QIVME,0,-0.43991649313097614,1,0,-1.243287006790951,1,2,1,0,0,2,2,2,2,0,1,2,1.3174164112127704,2066,1
6727-IOTLZ,1,-0.43991649313097614,1,0,-0.7533840287321825,1,0,0,0,2,2,2,2,2,2,0,3,0.5712695581381809,339,0
0691-JVSYA,0,-0.43991649313097614,1,0,0.838800649958815,1,0,1,0,0,2,0,2,2,1,1,0,1.0000131841810405,4239,1
5918-VUKWP,0,-0.43991649313097614,0,0,-0.018529561644029812,1,0,2,1,1,1,1,1,1,1,0,0,-1.4694171580658184,5230,0
1744-JHKYS,0,-0.43991649313097614,1,0,0.06312093469909826,1,2,2,1,1,1,1,1,1,0,0,2,-1.33148800705203,5916,0
2656-FMOKZ,0,2.273158691738958,0,0,-0.7125587805606184,1,2,1,0,0,0,0,0,0,0,1,3,0.32200000811326246,277,1
2070-FNEXE,0,2.273158691738958,0,0,-1.0391607659331308,1,0,1,2,0,0,0,0,0,0,0,0,0.3884718881199074,4260,1
5947-SGKCL,0,-0.43991649313097614,1,1,-0.7125587805606184,1,2,1,0,2,2,0,2,2,0,1,0,1.3489905542159264,1001,0
3712-PKXZA,1,-0.43991649313097614,1,0,1.1654026353313272,1,0,2,1,1,1,1,1,1,1,1,1,-1.4694171580658184,459,0
6317-YPKDH,0,-0.43991649313097614,0,0,-1.284112254962515,0,1,0,0,2,0,0,0,0,0,0,0,-1.156999322034587,2507,1
6582-OIVSP,0,-0.43991649313097614,0,0,-1.284112254962515,1,0,0,0,0,0,0,0,0,0,0,3,-0.6468276429835875,3816,0
9367-WXLCH,1,-0.43991649313097614,0,0,-0.9983355177615667,1,2,1,0,0,0,0,0,2,0,0,0,0.6560212051466532,5278,1
5524-KHNJP,1,-0.43991649313097614,1,1,0.022295686527534223,1,0,0,2,0,2,0,2,2,1,0,1,0.3319707901142591,2104,0
1918-ZBFQJ,0,-0.43991649313097614,0,0,-0.7942092769037465,1,0,1,0,2,2,0,0,0,0,1,2,0.4815325201292102,216,1
1024-GUALD,0,-0.43991649313097614,1,0,-1.284112254962515,0,1,0,0,0,0,0,0,0,0,1,2,-1.328164413051698,2044,1
4827-USJHP,1,-0.43991649313097614,0,0,-0.5084325397027982,1,0,0,0,2,0,0,0,0,0,1,3,-0.4307940329619915,48,0
8167-GJLRN,1,-0.43991649313097614,0,0,-1.2024617586193869,0,1,0,0,0,0,2,0,0,0,0,2,-1.1420431490330922,6098,0
0956-SYCWG,0,-0.43991649313097614,0,0,-0.7942092769037465,1,0,2,1,1,1,1,1,1,1,0,2,-1.4993295040688086,2090,0
